4,1
11,1
20,1
24,1
25,1
25,2
24,2
22,2
21,2
18,2
16,2
14,2
9,2
6,2
3,3
4,3
6,3
8,3
11,3
17,3
23,4
21,4
12,4
7,4
4,5
15,5
18,5
24,5
23,6
19,6
15,6
10,6
5,6
3,6
17,7
23,7
24,7
11,8
3,8
3,9
6,9
10,9
12,9
13,9
17,9
19,9
22,9
25,9
24,10
23,10
22,10
19,10
5,11
12,11
16,11
19,11
22,11
25,11
25,12
24,12
21,12
18,12
11,12
8,12
7,12
5,12
15,13
24,13
25,14
21,14
20,14
17,14
11,14
7,14
4,15
9,15
23,15
24,15
25,15
18,16
17,16
14,16
4,17
7,17
9,17
14,17
15,17
19,17
24,17
22,18
16,18
9,18
8,19
11,19
17,19
21,19
23,20
20,20
12,20
10,20
6,20
4,20
3,21
4,21
5,21
8,21
9,21
10,21
11,21
15,21
24,22
22,22
21,22
13,22
12,22
11,22
6,22
3,23
10,23
11,23
12,23
15,23
16,23
22,23
23,23
25,23
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
